zipcode,year,mobility
98177,2019,0.08
98177,2020,0.066
98177,2021,0.0889
98177,2022,0.0942
98178,2011,0.142
98178,2012,0.128
98178,2013,0.128
98178,2014,0.08800000000000001
98178,2015,0.096
98178,2016,0.113
98178,2017,0.106
98178,2018,0.10300000000000001
98178,2019,0.12
98178,2020,0.096
98178,2021,0.12
98178,2022,0.1264
98188,2011,0.135
98188,2012,0.11800000000000001
98188,2013,0.14
98188,2014,0.152
98188,2015,0.16
98188,2016,0.166
98188,2017,0.16
98188,2018,0.153
98188,2019,0.132
98188,2020,0.12300000000000001
98188,2021,0.1162
98188,2022,0.0983
98195,2011,0.0
98195,2012,0.833
98195,2013,0.207
98195,2014,0.179
98195,2015,0.156
98195,2016,0.231
98195,2017,0.0
98195,2018,0.33299999999999996
98195,2019,0.45799999999999996
98195,2020,0.47100000000000003
98195,2021,0.2638
98195,2022,0.2633
98198,2011,0.129
98198,2012,0.12
98198,2013,0.11699999999999999
98198,2014,0.142
98198,2015,0.147
98198,2016,0.14300000000000002
98198,2017,0.142
98198,2018,0.133
98198,2019,0.128
98198,2020,0.105
98198,2021,0.1256
98198,2022,0.1231
98199,2011,0.114
98199,2012,0.11900000000000001
98199,2013,0.10400000000000001
98199,2014,0.106
98199,2015,0.11
98199,2016,0.114
98199,2017,0.12
98199,2018,0.121
98199,2019,0.11699999999999999
98199,2020,0.126
98199,2021,0.1174
98199,2022,0.1177
98224,2011,0.042
98224,2012,0.043
98224,2013,0.048
98224,2014,0.054000000000000006
98224,2015,0.023
98224,2016,0.03
98224,2017,0.03
98224,2018,0.027000000000000003
98224,2019,0.027999999999999997
98224,2020,0.0
98224,2021,0.0239
98224,2022,0.0216
98288,2011,0.011000000000000001
98288,2012,0.039
98288,2013,0.062
98288,2014,0.077
98288,2015,0.07400000000000001
98288,2016,0.065
98288,2017,0.040999999999999995
98288,2018,0.006
98288,2019,0.0
98288,2020,0.0
98288,2021,-0.006
98288,2022,-0.012
98321,2011,0.067
98321,2012,0.063
98321,2013,0.059000000000000004
98321,2014,0.046
98321,2015,0.051
98321,2016,0.045
98321,2017,0.057
98321,2018,0.062
98321,2019,0.077
98321,2020,0.08199999999999999
98321,2021,0.0875
98321,2022,0.0998
98323,2011,0.1
98323,2012,0.109
98323,2013,0.122
98323,2014,0.08
98323,2015,0.09699999999999999
98323,2016,0.11599999999999999
98323,2017,0.122
98323,2018,0.125
98323,2019,0.155
98323,2020,0.139
98323,2021,0.1536
98323,2022,0.1595
98354,2011,0.11
98354,2012,0.1
98354,2013,0.08199999999999999
98354,2014,0.081
98354,2015,0.051
98354,2016,0.066
98354,2017,0.040999999999999995
98354,2018,0.039
98354,2019,0.066
98354,2020,0.084
98354,2021,0.0327
98354,2022,0.0251
